id,name,type,phase,durationSeconds,startTime
1814,Educational Codeforces Round 146 (Rated for Div. 2),ICPC,FINISHED,8100,2023-04-06 14:35:00
1811,Codeforces Round 863 (Div. 3),ICPC,FINISHED,8100,2023-04-04 14:35:00
1805,Codeforces Round 862 (Div. 2),CF,FINISHED,7200,2023-04-02 14:35:00
1812,April Fools Day Contest 2023,ICPC,FINISHED,7200,2023-04-01 14:35:00
1810,"CodeTON Round 4 (Div. 1 + Div. 2, Rated, Prizes!)",CF,FINISHED,7200,2023-03-31 14:35:00
1808,Codeforces Round 861 (Div. 2),CF,FINISHED,7200,2023-03-29 09:05:00
1798,Codeforces Round 860 (Div. 2),CF,FINISHED,7200,2023-03-26 14:35:00
1809,Educational Codeforces Round 145 (Rated for Div. 2),ICPC,FINISHED,7200,2023-03-23 14:35:00
1807,Codeforces Round 859 (Div. 4),ICPC,FINISHED,8100,2023-03-19 14:55:00
1806,Codeforces Round 858 (Div. 2),CF,FINISHED,8100,2023-03-18 12:05:00
1804,Nebius Welcome Round (Div. 1 + Div. 2),CF,FINISHED,7200,2023-03-12 14:35:00
1801,Codeforces Round 857 (Div. 1),CF,FINISHED,10800,2023-03-09 09:35:00
1802,Codeforces Round 857 (Div. 2),CF,FINISHED,10800,2023-03-09 09:35:00
1794,Codeforces Round 856 (Div. 2),CF,FINISHED,7200,2023-03-04 17:35:00
1800,Codeforces Round 855 (Div. 3),ICPC,FINISHED,8100,2023-03-02 14:35:00
1796,Educational Codeforces Round 144 (Rated for Div. 2),ICPC,FINISHED,7200,2023-02-28 14:35:00
1799,Codeforces Round 854 by cybercats (Div. 1 + Div. 2),CF,FINISHED,10800,2023-02-27 14:35:00
1789,Codeforces Round 853 (Div. 2),CF,FINISHED,7200,2023-02-25 14:20:00
1776,"SWERC 2022-2023 - Online Mirror (Unrated, ICPC Rules, Teams Preferred)",ICPC,FINISHED,18000,2023-02-19 11:05:00
1795,Educational Codeforces Round 143 (Rated for Div. 2),ICPC,FINISHED,7200,2023-02-16 14:35:00
1793,Codeforces Round 852 (Div. 2),CF,FINISHED,7200,2023-02-12 08:35:00
1788,Codeforces Round 851 (Div. 2),CF,FINISHED,7200,2023-02-09 14:35:00
1784,VK Cup 2022 - Финальный раунд (Engine),CF,FINISHED,10800,2023-02-05 12:05:00
1785,"Codeforces Round 850 (Div. 1, based on VK Cup 2022 - Final Round)",CF,FINISHED,10800,2023-02-05 12:05:00
1786,"Codeforces Round 850 (Div. 2, based on VK Cup 2022 - Final Round)",CF,FINISHED,10800,2023-02-05 12:05:00
1791,Codeforces Round 849 (Div. 4),ICPC,FINISHED,8700,2023-02-03 14:35:00
1778,Codeforces Round 848 (Div. 2),CF,FINISHED,7200,2023-02-01 14:35:00
1787,"TypeDB Forces 2023 (Div. 1 + Div. 2, Rated, Prizes!)",CF,FINISHED,10800,2023-01-29 14:35:00
1790,Codeforces Round 847 (Div. 3),ICPC,FINISHED,8100,2023-01-27 14:35:00
1780,Codeforces Round 846 (Div. 2),CF,FINISHED,7200,2023-01-25 14:35:00
1792,Educational Codeforces Round 142 (Rated for Div. 2),ICPC,FINISHED,7200,2023-01-24 14:35:00
1777,Codeforces Round 845 (Div. 2) and ByteRace 2023,CF,FINISHED,7200,2023-01-21 14:35:00
1781,VK Cup 2022 - Отборочный раунд (Engine),CF,FINISHED,10800,2023-01-15 12:05:00
1782,"Codeforces Round 844 (Div. 1 + Div. 2, based on VK Cup 2022 - Elimination Round)",CF,FINISHED,10800,2023-01-15 12:05:00
1775,Codeforces Round 843 (Div. 2),CF,FINISHED,9000,2023-01-10 11:15:00
1783,Educational Codeforces Round 141 (Rated for Div. 2),ICPC,FINISHED,7200,2023-01-08 14:35:00
1768,Codeforces Round 842 (Div. 2),CF,FINISHED,7200,2023-01-05 14:35:00
1779,Hello 2023,CF,FINISHED,9000,2023-01-03 14:35:00
1770,Good Bye 2022: 2023 is NEAR,CF,FINISHED,9000,2022-12-30 14:35:00
1731,Codeforces Round 841 (Div. 2) and Divide by Zero 2022,CF,FINISHED,7200,2022-12-27 14:35:00
1763,Codeforces Round 840 (Div. 2) and Enigma 2022 - Cybros LNMIIT,CF,FINISHED,7200,2022-12-19 14:35:00
1772,Codeforces Round 839 (Div. 3),ICPC,FINISHED,8100,2022-12-18 14:35:00
1774,"Polynomial Round 2022 (Div. 1 + Div. 2, Rated, Prizes!)",CF,FINISHED,9000,2022-12-17 14:35:00
1767,Educational Codeforces Round 140 (Rated for Div. 2),ICPC,FINISHED,7200,2022-12-16 14:35:00
1762,Codeforces Round 838 (Div. 2),CF,FINISHED,9000,2022-12-15 14:35:00
1766,Educational Codeforces Round 139 (Rated for Div. 2),ICPC,FINISHED,7200,2022-12-12 14:35:00
1771,Codeforces Round 837 (Div. 2),CF,FINISHED,7200,2022-12-11 15:35:00
1773,"2022-2023 ICPC, NERC, Northern Eurasia Onsite (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",ICPC,FINISHED,18000,2022-12-07 08:05:00
1769,VK Cup 2022 - Квалификация (Engine),ICPC,FINISHED,1339200,2022-12-03 09:00:00
1765,"2022-2023 ICPC, NERC, Southern and Volga Russian Regional Contest (Online Mirror, ICPC Rules, Preferably Teams)",ICPC,FINISHED,18000,2022-11-27 10:35:00
1764,Codeforces Global Round 24,CF,FINISHED,9000,2022-11-26 14:05:00
1758,Codeforces Round 836 (Div. 2),CF,FINISHED,7200,2022-11-25 15:35:00
1760,Codeforces Round 835 (Div. 4),ICPC,FINISHED,8700,2022-11-21 14:35:00
1761,Pinely Round 1 (Div. 1 + Div. 2),CF,FINISHED,9000,2022-11-20 14:35:00
1759,Codeforces Round  834 (Div. 3),ICPC,FINISHED,8100,2022-11-18 14:35:00
1752,45th ICPC World Finals Challenge powered by Huawei - Problem 1,IOI,FINISHED,1209540,2022-11-17 00:00:00
1751,45th ICPC World Finals Challenge powered by Huawei - Problem 2,IOI,FINISHED,1209540,2022-11-17 00:00:00
1748,Codeforces Round 833 (Div. 2),CF,FINISHED,7200,2022-11-12 14:35:00
1755,Ecnerwala vs Errichto Kotlin Match,ICPC,FINISHED,2400,2022-11-07 04:17:00
1750,"CodeTON Round 3 (Div. 1 + Div. 2, Rated, Prizes!)",CF,FINISHED,9000,2022-11-06 14:35:00
1747,Codeforces Round 832 (Div. 2),CF,FINISHED,7200,2022-11-04 14:35:00
1740,Codeforces Round 831 (Div. 1 + Div. 2),CF,FINISHED,9900,2022-10-29 09:10:00
1732,Codeforces Round 830 (Div. 2),CF,FINISHED,7200,2022-10-23 10:05:00
1753,Codeforces Round 829 (Div. 1),CF,FINISHED,7200,2022-10-23 07:50:00
1754,Codeforces Round 829 (Div. 2),CF,FINISHED,7200,2022-10-23 07:50:00
1749,Educational Codeforces Round 138 (Rated for Div. 2),ICPC,FINISHED,7200,2022-10-20 14:35:00
1743,Educational Codeforces Round 137 (Rated for Div. 2),ICPC,FINISHED,7200,2022-10-17 14:35:00
1744,Codeforces Round  828 (Div. 3),ICPC,FINISHED,8100,2022-10-16 14:35:00
1746,Codeforces Global Round 23,CF,FINISHED,8100,2022-10-15 14:35:00
1742,Codeforces Round 827 (Div. 4),ICPC,FINISHED,8700,2022-10-13 14:35:00
1741,Codeforces Round 826 (Div. 3),ICPC,FINISHED,8100,2022-10-11 14:35:00
1736,Codeforces Round 825 (Div. 2),CF,FINISHED,7200,2022-10-10 14:35:00
1737,Dytechlab Cup 2022,CF,FINISHED,9000,2022-10-07 14:35:00
1735,Codeforces Round 824 (Div. 2),CF,FINISHED,8100,2022-10-02 14:35:00
1738,Codeforces Global Round 22,CF,FINISHED,9000,2022-09-30 14:35:00
1739,Educational Codeforces Round 136 (Rated for Div. 2),ICPC,FINISHED,7200,2022-09-29 14:35:00
1730,Codeforces Round 823 (Div. 2),CF,FINISHED,7200,2022-09-25 14:35:00
1734,Codeforces Round 822 (Div. 2),CF,FINISHED,7200,2022-09-23 12:05:00
1733,Codeforces Round 821 (Div. 2),CF,FINISHED,7200,2022-09-19 14:35:00
1723,ICPC 2022 Online Challenge powered by HUAWEI - Problem 1,IOI,FINISHED,1296000,2022-09-15 00:00:00
1724,ICPC 2022 Online Challenge powered by HUAWEI - Problem 2,IOI,FINISHED,1296000,2022-09-15 00:00:00
1729,Codeforces Round 820 (Div. 3),ICPC,FINISHED,8100,2022-09-12 14:35:00
1728,Educational Codeforces Round 135 (Rated for Div. 2),ICPC,FINISHED,7200,2022-09-08 14:35:00
1726,Codeforces Round 819 (Div. 1 + Div. 2) and Grimoire of Code Annual Contest 2022,CF,FINISHED,8100,2022-09-06 14:35:00
1725,"COMPFEST 14 - Preliminary Online Mirror (Unrated, ICPC Rules, Teams Preferred)",ICPC,FINISHED,18000,2022-09-04 13:35:00
1717,Codeforces Round 818 (Div. 2),CF,FINISHED,7200,2022-09-02 14:35:00
1722,Codeforces Round 817 (Div. 4),ICPC,FINISHED,8100,2022-08-30 14:50:00
1721,Educational Codeforces Round 134 (Rated for Div. 2),ICPC,FINISHED,7200,2022-08-27 14:35:00
1715,Codeforces Round 816 (Div. 2),CF,FINISHED,8100,2022-08-20 14:35:00
1720,Codeforces Round 815 (Div. 2),CF,FINISHED,7200,2022-08-18 13:35:00
1718,Codeforces Round 814 (Div. 1),CF,FINISHED,7200,2022-08-16 14:35:00
1719,Codeforces Round 814 (Div. 2),CF,FINISHED,7200,2022-08-16 14:35:00
1712,Codeforces Round 813 (Div. 2),CF,FINISHED,8100,2022-08-13 14:35:00
1713,Codeforces Round 812 (Div. 2),CF,FINISHED,7200,2022-08-06 14:35:00
1716,Educational Codeforces Round 133 (Rated for Div. 2),ICPC,FINISHED,7200,2022-08-04 14:35:00
1714,Codeforces Round 811 (Div. 3),ICPC,FINISHED,8100,2022-08-01 14:35:00
1704,"CodeTON Round 2 (Div. 1 + Div. 2, Rated, Prizes!)",CF,FINISHED,9000,2022-07-31 14:05:00
1710,Codeforces Round 810 (Div. 1),CF,FINISHED,7200,2022-07-24 14:35:00
1711,Codeforces Round 810 (Div. 2),CF,FINISHED,7200,2022-07-24 14:35:00
1709,Educational Codeforces Round 132 (Rated for Div. 2),ICPC,FINISHED,7200,2022-07-21 14:35:00
1706,Codeforces Round 809 (Div. 2),CF,FINISHED,7200,2022-07-18 14:35:00
1707,Codeforces Round 808 (Div. 1),CF,FINISHED,7200,2022-07-16 14:35:00
1708,Codeforces Round 808 (Div. 2),CF,FINISHED,7200,2022-07-16 14:35:00
1705,Codeforces Round 807 (Div. 2),CF,FINISHED,8100,2022-07-15 13:35:00
1703,Codeforces Round 806 (Div. 4),ICPC,FINISHED,8100,2022-07-12 14:35:00
1702,Codeforces Round 805 (Div. 3),ICPC,FINISHED,8100,2022-07-10 14:35:00
1701,Educational Codeforces Round 131 (Rated for Div. 2),ICPC,FINISHED,7200,2022-07-08 14:35:00
1699,Codeforces Round 804 (Div. 2),CF,FINISHED,7200,2022-07-04 14:35:00
1698,Codeforces Round 803 (Div. 2),CF,FINISHED,8100,2022-06-28 14:35:00
1696,Codeforces Global Round 21,CF,FINISHED,8100,2022-06-25 14:35:00
1700,Codeforces Round 802 (Div. 2),CF,FINISHED,7200,2022-06-19 09:05:00
1695,Codeforces Round 801 (Div. 2) and EPIC Institute of Technology Round,CF,FINISHED,7200,2022-06-18 14:35:00
1693,Codeforces Round 800 (Div. 1),CF,FINISHED,7200,2022-06-16 14:35:00
1694,Codeforces Round 800 (Div. 2),CF,FINISHED,7200,2022-06-16 14:35:00
1692,Codeforces Round 799 (Div. 4),ICPC,FINISHED,8100,2022-06-14 14:35:00
1697,Educational Codeforces Round 130 (Rated for Div. 2),ICPC,FINISHED,7200,2022-06-12 14:35:00
1689,Codeforces Round 798 (Div. 2),CF,FINISHED,7200,2022-06-10 16:35:00
1690,Codeforces Round 797 (Div. 3),ICPC,FINISHED,8100,2022-06-07 14:35:00
1687,Codeforces Round 796 (Div. 1),CF,FINISHED,7200,2022-06-03 14:35:00
1688,Codeforces Round 796 (Div. 2),CF,FINISHED,7200,2022-06-03 14:35:00
1691,CodeCraft-22 and Codeforces Round 795 (Div. 2),CF,FINISHED,7200,2022-05-31 14:35:00
1685,Codeforces Round 794 (Div. 1),CF,FINISHED,8100,2022-05-25 17:35:00
1686,Codeforces Round 794 (Div. 2),CF,FINISHED,8100,2022-05-25 17:35:00
1681,Educational Codeforces Round 129 (Rated for Div. 2),ICPC,FINISHED,7200,2022-05-23 14:35:00
1682,Codeforces Round 793 (Div. 2),CF,FINISHED,7200,2022-05-22 14:35:00
1684,Codeforces Round 792 (Div. 1 + Div. 2),CF,FINISHED,7200,2022-05-19 14:35:00
1679,Codeforces Round 791 (Div. 2),CF,FINISHED,7200,2022-05-14 09:35:00
1680,Educational Codeforces Round 128 (Rated for Div. 2),ICPC,FINISHED,7200,2022-05-13 14:35:00
1676,Codeforces Round 790 (Div. 4),ICPC,FINISHED,7200,2022-05-10 14:45:00
1677,Codeforces Round 789 (Div. 1),CF,FINISHED,7200,2022-05-08 14:35:00
1678,Codeforces Round 789 (Div. 2),CF,FINISHED,7200,2022-05-08 14:35:00
1670,Codeforces Round 788 (Div. 2),CF,FINISHED,7200,2022-05-06 14:35:00
1675,Codeforces Round 787 (Div. 3),ICPC,FINISHED,8100,2022-05-05 14:35:00
1674,Codeforces Round 786 (Div. 3),ICPC,FINISHED,7200,2022-05-02 14:35:00
1673,Codeforces Round 785 (Div. 2),CF,FINISHED,7200,2022-04-30 14:35:00
1662,"SWERC 2021-2022 - Online Mirror (Unrated, ICPC Rules, Teams Preferred)",ICPC,FINISHED,18000,2022-04-24 11:05:00
1672,Codeforces Global Round 20,CF,FINISHED,10800,2022-04-23 14:05:00
1671,Educational Codeforces Round 127 (Rated for Div. 2),ICPC,FINISHED,7200,2022-04-22 14:35:00
1669,Codeforces Round 784 (Div. 4),ICPC,FINISHED,7200,2022-04-21 14:35:00
1667,Codeforces Round 783 (Div. 1),CF,FINISHED,7200,2022-04-19 14:35:00
1668,Codeforces Round 783 (Div. 2),CF,FINISHED,7200,2022-04-19 14:35:00
1659,Codeforces Round 782 (Div. 2),CF,FINISHED,8100,2022-04-17 14:35:00
1666,"2021-2022 ICPC, NERC, Northern Eurasia Onsite (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",ICPC,FINISHED,18000,2022-04-13 08:05:00
1661,Educational Codeforces Round 126 (Rated for Div. 2),ICPC,FINISHED,7200,2022-04-09 14:35:00
1665,Codeforces Round 781 (Div. 2),CF,FINISHED,7200,2022-04-08 14:35:00
1663,April Fools Day Contest 2022,ICPC,FINISHED,7200,2022-04-01 14:35:00
1660,Codeforces Round 780 (Div. 3),ICPC,FINISHED,8100,2022-03-31 14:35:00
1658,Codeforces Round 779 (Div. 2),CF,FINISHED,7200,2022-03-27 14:35:00
1656,"CodeTON Round 1 (Div. 1 + Div. 2, Rated, Prizes!)",CF,FINISHED,7200,2022-03-24 14:35:00
1657,Educational Codeforces Round 125 (Rated for Div. 2),ICPC,FINISHED,7200,2022-03-22 14:45:00
1654,"Codeforces Round 778 (Div. 1 + Div. 2, based on Technocup 2022 Final Round)",CF,FINISHED,8100,2022-03-20 11:35:00
1652,Технокубок 2022 - Финал,CF,FINISHED,10800,2022-03-20 08:15:00
1647,Codeforces Round 777 (Div. 2),CF,FINISHED,7200,2022-03-11 14:35:00
1651,Educational Codeforces Round 124 (Rated for Div. 2),ICPC,FINISHED,7200,2022-03-10 14:35:00
1650,Codeforces Round 776 (Div. 3),ICPC,FINISHED,8100,2022-03-08 14:35:00
1648,"Codeforces Round 775 (Div. 1, based on Moscow Open Olympiad in Informatics)",CF,FINISHED,8100,2022-03-06 09:55:00
1649,"Codeforces Round 775 (Div. 2, based on Moscow Open Olympiad in Informatics)",CF,FINISHED,8100,2022-03-06 09:55:00
1646,Codeforces Round 774 (Div. 2),CF,FINISHED,7200,2022-03-04 15:35:00
1641,Codeforces Round 773 (Div. 1),CF,FINISHED,7200,2022-02-23 10:10:00
1642,Codeforces Round 773 (Div. 2),CF,FINISHED,7200,2022-02-23 10:10:00
1644,Educational Codeforces Round 123 (Rated for Div. 2),ICPC,FINISHED,7200,2022-02-22 14:35:00
1635,Codeforces Round 772 (Div. 2),CF,FINISHED,7200,2022-02-20 14:35:00
1638,Codeforces Round 771 (Div. 2),CF,FINISHED,7200,2022-02-14 14:35:00
1637,Codeforces Global Round 19,CF,FINISHED,9000,2022-02-12 14:35:00
1634,Codeforces Round 770 (Div. 2),CF,FINISHED,9000,2022-02-06 14:35:00
1639,Pinely Treasure Hunt Contest,IOI,FINISHED,12600,2022-02-05 10:00:00
1633,Educational Codeforces Round 122 (Rated for Div. 2),ICPC,FINISHED,7200,2022-01-31 14:35:00
1632,Codeforces Round 769 (Div. 2),CF,FINISHED,7200,2022-01-30 14:35:00
1630,Codeforces Round 768 (Div. 1),CF,FINISHED,7200,2022-01-27 14:35:00
1631,Codeforces Round 768 (Div. 2),CF,FINISHED,7200,2022-01-27 14:35:00
1628,Codeforces Round 767 (Div. 1),CF,FINISHED,7200,2022-01-22 14:35:00
1629,Codeforces Round 767 (Div. 2),CF,FINISHED,7200,2022-01-22 14:35:00
1626,Educational Codeforces Round 121 (Rated for Div. 2),ICPC,FINISHED,7200,2022-01-16 14:35:00
1627,Codeforces Round 766 (Div. 2),CF,FINISHED,7200,2022-01-15 14:35:00
1625,Codeforces Round 765 (Div. 2),CF,FINISHED,7200,2022-01-12 12:05:00
1624,Codeforces Round 764 (Div. 3),ICPC,FINISHED,8100,2022-01-10 14:35:00
1621,Hello 2022,CF,FINISHED,8100,2022-01-03 14:35:00
1616,Good Bye 2021: 2022 is NEAR,CF,FINISHED,7200,2021-12-29 15:35:00
1623,Codeforces Round 763 (Div. 2),CF,FINISHED,7200,2021-12-28 13:35:00
1622,Educational Codeforces Round 120 (Rated for Div. 2),ICPC,FINISHED,7200,2021-12-27 14:35:00
1615,Codeforces Global Round 18,CF,FINISHED,9000,2021-12-24 14:35:00
1619,Codeforces Round 762 (Div. 3),ICPC,FINISHED,8100,2021-12-20 14:35:00
1620,Educational Codeforces Round 119 (Rated for Div. 2),ICPC,FINISHED,7200,2021-12-18 15:35:00
1617,Codeforces Round 761 (Div. 2),CF,FINISHED,7200,2021-12-16 13:35:00
1618,Codeforces Round 760 (Div. 3),ICPC,FINISHED,8100,2021-12-14 14:35:00
1591,"Codeforces Round 759 (Div. 2, based on Technocup 2022 Elimination Round 3)",CF,FINISHED,7200,2021-12-12 15:15:00
1585,Technocup 2022 - Elimination Round 3,CF,FINISHED,7200,2021-12-12 15:15:00
1608,Codeforces Round 758 (Div.1 + Div. 2),CF,FINISHED,7200,2021-12-11 10:05:00
1597,Технокубок 2022 - Ознакомительный Раунд 3,CF,FINISHED,172800,2021-12-10 14:05:00
1613,Educational Codeforces Round 118 (Rated for Div. 2),ICPC,FINISHED,7200,2021-12-01 14:35:00
1609,"Deltix Round, Autumn 2021 (open for everyone, rated, Div. 1 + Div. 2)",CF,FINISHED,9000,2021-11-28 14:35:00
1614,Codeforces Round 757 (Div. 2),CF,FINISHED,7200,2021-11-26 11:15:00
1611,Codeforces Round 756 (Div. 3),ICPC,FINISHED,8100,2021-11-25 14:35:00
1610,Codeforces Global Round 17,CF,FINISHED,10800,2021-11-23 14:35:00
1612,Educational Codeforces Round 117 (Rated for Div. 2),ICPC,FINISHED,7200,2021-11-22 09:35:00
1588,"Codeforces Round 755 (Div. 1, based on Technocup 2022 Elimination Round 2)",CF,FINISHED,8100,2021-11-14 06:05:00
1589,"Codeforces Round 755 (Div. 2, based on Technocup 2022 Elimination Round 2)",CF,FINISHED,8100,2021-11-14 06:05:00
1584,Technocup 2022 - Elimination Round 2,CF,FINISHED,8100,2021-11-14 06:05:00
1605,Codeforces Round 754 (Div. 2),CF,FINISHED,7200,2021-11-12 14:35:00
1596,Технокубок 2022 - Ознакомительный Раунд 2,CF,FINISHED,172800,2021-11-12 05:05:00
1607,Codeforces Round 753 (Div. 3),ICPC,FINISHED,7200,2021-11-02 14:35:00
1603,Codeforces Round 752 (Div. 1),CF,FINISHED,7200,2021-10-30 14:35:00
1604,Codeforces Round 752 (Div. 2),CF,FINISHED,7200,2021-10-30 14:35:00
1606,Educational Codeforces Round 116 (Rated for Div. 2),ICPC,FINISHED,7200,2021-10-29 14:35:00
1601,Codeforces Round 751 (Div. 1),CF,FINISHED,7200,2021-10-25 06:35:00
1602,Codeforces Round 751 (Div. 2),CF,FINISHED,7200,2021-10-25 06:35:00
1582,Codeforces Round 750 (Div. 2),CF,FINISHED,9000,2021-10-24 10:05:00
1586,"Codeforces Round 749 (Div. 1 + Div. 2, based on Technocup 2022 Elimination Round 1)",CF,FINISHED,8100,2021-10-17 11:05:00
1583,Technocup 2022 - Elimination Round 1,CF,FINISHED,8100,2021-10-17 11:05:00
1595,Технокубок 2022 - Ознакомительный Раунд 1,CF,FINISHED,172800,2021-10-15 10:05:00
1593,Codeforces Round 748 (Div. 3),ICPC,FINISHED,8100,2021-10-13 14:35:00
1598,Educational Codeforces Round 115 (Rated for Div. 2),ICPC,FINISHED,7200,2021-10-10 09:05:00
1599,"Bubble Cup 14 - Finals Online Mirror (Unrated, ICPC Rules, Teams Preferred, Div. 1)",ICPC,FINISHED,14400,2021-10-09 09:05:00
1600,"Bubble Cup 14 - Finals Online Mirror (Unrated, ICPC Rules, Teams Preferred, Div. 2)",ICPC,FINISHED,14400,2021-10-09 09:05:00
1576,2021 ICPC Communication Routing Challenge: Marathon,IOI,FINISHED,432000,2021-10-09 00:00:00
1594,Codeforces Round 747 (Div. 2),CF,FINISHED,8100,2021-10-08 15:05:00
1571,Kotlin Heroes: Episode 8,ICPC,FINISHED,9900,2021-10-07 14:35:00
1592,Codeforces Round 746 (Div. 2),CF,FINISHED,7200,2021-10-03 14:35:00
1575,"COMPFEST 13 - Finals Online Mirror (Unrated, ICPC Rules, Teams Preferred)",ICPC,FINISHED,18000,2021-10-02 13:35:00
1570,Kotlin Heroes: Practice 8,ICPC,FINISHED,518400,2021-10-01 13:35:00
1578,"ICPC WF Moscow Invitational Contest - Online Mirror (Unrated, ICPC Rules, Teams Preferred)",ICPC,FINISHED,18000,2021-10-01 13:05:00
1580,Codeforces Round 745 (Div. 1),CF,FINISHED,7200,2021-09-30 10:15:00
1581,Codeforces Round 745 (Div. 2),CF,FINISHED,7200,2021-09-30 10:15:00
1579,Codeforces Round 744 (Div. 3),ICPC,FINISHED,8100,2021-09-28 14:35:00
1574,Educational Codeforces Round 114 (Rated for Div. 2),ICPC,FINISHED,7200,2021-09-20 14:35:00
1572,Codeforces Round 743 (Div. 1),CF,FINISHED,7200,2021-09-18 14:35:00
1573,Codeforces Round 743 (Div. 2),CF,FINISHED,7200,2021-09-18 14:35:00
1566,Codeforces Global Round 16,CF,FINISHED,9000,2021-09-12 14:35:00
1569,Educational Codeforces Round 113 (Rated for Div. 2),ICPC,FINISHED,7200,2021-09-08 14:35:00
1567,Codeforces Round 742 (Div. 2),CF,FINISHED,7200,2021-09-05 14:35:00
1556,"Deltix Round, Summer 2021 (open for everyone, rated, Div. 1 + Div. 2)",CF,FINISHED,9000,2021-08-29 14:35:00
1562,Codeforces Round 741 (Div. 2),CF,FINISHED,8100,2021-08-26 14:35:00
1558,"Codeforces Round 740 (Div. 1, based on VK Cup 2021 - Final (Engine))",CF,FINISHED,9000,2021-08-24 14:35:00
1561,"Codeforces Round 740 (Div. 2, based on VK Cup 2021 - Final (Engine))",CF,FINISHED,9000,2021-08-24 14:35:00
1563,VK Cup 2021 - Final (Engine),CF,FINISHED,9000,2021-08-22 12:05:00
1560,Codeforces Round 739 (Div. 3),ICPC,FINISHED,8100,2021-08-18 14:35:00
1559,Codeforces Round 738 (Div. 2),CF,FINISHED,8100,2021-08-15 14:35:00
1557,Codeforces Round 737 (Div. 2),CF,FINISHED,7200,2021-08-09 14:35:00
1548,Codeforces Round 736 (Div. 1),CF,FINISHED,8700,2021-08-01 14:35:00
1549,Codeforces Round 736 (Div. 2),CF,FINISHED,8700,2021-08-01 14:35:00
1555,Educational Codeforces Round 112 (Rated for Div. 2),ICPC,FINISHED,7200,2021-07-30 14:35:00
1554,Codeforces Round 735 (Div. 2),CF,FINISHED,7200,2021-07-29 14:35:00
1552,Codeforces Global Round 15,CF,FINISHED,9900,2021-07-25 14:35:00
1551,Codeforces Round 734 (Div. 3),ICPC,FINISHED,7200,2021-07-23 14:35:00
1553,"Harbour.Space Scholarship Contest 2021-2022 (open for everyone, rated, Div. 1 + Div. 2)",CF,FINISHED,9000,2021-07-22 14:35:00
1530,"Codeforces Round 733 (Div. 1 + Div. 2, based on VK Cup 2021 - Elimination (Engine))",CF,FINISHED,10800,2021-07-17 14:35:00
1544,VK Cup 2021 - Elimination (Engine),CF,FINISHED,10800,2021-07-17 14:35:00
1550,Educational Codeforces Round 111 (Rated for Div. 2),ICPC,FINISHED,7200,2021-07-14 14:35:00
1545,Codeforces Round 732 (Div. 1),CF,FINISHED,9000,2021-07-11 14:05:00
1546,Codeforces Round 732 (Div. 2),CF,FINISHED,9000,2021-07-11 14:05:00
1547,Codeforces Round 731 (Div. 3),ICPC,FINISHED,8100,2021-07-10 14:35:00
1543,Codeforces Round 730 (Div. 2),CF,FINISHED,8100,2021-07-07 14:35:00
1542,Codeforces Round 729 (Div. 2),CF,FINISHED,7200,2021-07-03 13:05:00
1533,Kotlin Heroes: Episode 7,ICPC,FINISHED,9000,2021-06-29 14:35:00
1540,Codeforces Round 728 (Div. 1),CF,FINISHED,8100,2021-06-25 15:35:00
1541,Codeforces Round 728 (Div. 2),CF,FINISHED,8100,2021-06-25 15:35:00
1532,Kotlin Heroes: Practice 7,ICPC,FINISHED,604800,2021-06-22 13:35:00
1539,Codeforces Round 727 (Div. 2),CF,FINISHED,7200,2021-06-20 10:05:00
1537,Codeforces Round 726 (Div. 2),CF,FINISHED,7200,2021-06-18 14:35:00
1534,Codeforces LATOKEN Round 1 (Div. 1 + Div. 2),CF,FINISHED,10800,2021-06-13 15:35:00
1538,Codeforces Round 725 (Div. 3),ICPC,FINISHED,8100,2021-06-10 14:35:00
1536,Codeforces Round 724 (Div. 2),CF,FINISHED,7200,2021-06-06 14:35:00
1535,Educational Codeforces Round 110 (Rated for Div. 2),ICPC,FINISHED,7200,2021-06-04 14:35:00
1523,"Deltix Round, Spring 2021 (open for everyone, rated, Div. 1 + Div. 2)",CF,FINISHED,8100,2021-05-30 14:35:00
1526,Codeforces Round 723 (Div. 2),CF,FINISHED,9000,2021-05-28 14:05:00
1524,ICPC Challenge 2021: Marathon (powered by Huawei),IOI,FINISHED,345600,2021-05-26 04:00:00
1528,Codeforces Round 722 (Div. 1),CF,FINISHED,8100,2021-05-24 14:35:00
1529,Codeforces Round 722 (Div. 2),CF,FINISHED,8100,2021-05-24 14:35:00
1531,VK Cup 2021 - Квалификация (Engine),ICPC,FINISHED,561600,2021-05-24 09:00:00
1527,Codeforces Round 721 (Div. 2),CF,FINISHED,7200,2021-05-20 14:35:00
1522,Codeforces Raif ML Round 1,IOI,FINISHED,1209600,2021-05-17 16:00:00
1525,Educational Codeforces Round 109 (Rated for Div. 2),ICPC,FINISHED,7200,2021-05-16 08:00:00
1521,Codeforces Round 720 (Div. 2),CF,FINISHED,8100,2021-05-07 14:35:00
1520,Codeforces Round 719 (Div. 3),ICPC,FINISHED,7200,2021-05-05 14:35:00
1515,Codeforces Global Round 14,CF,FINISHED,10800,2021-05-02 14:35:00
1519,Educational Codeforces Round 108 (Rated for Div. 2),ICPC,FINISHED,7200,2021-04-29 14:35:00
1517,Contest 2050 and Codeforces Round 718 (Div. 1 + Div. 2),CF,FINISHED,9900,2021-04-23 14:35:00
